文本编号,单词数量-DESWC-03,句子数量-DESSC-02,年级,多样性-LDVOCDa（51）,密度-WRDFRQC（94）,复杂度-K,句子长度-DESSL（06）,短语长度-PhraseLength,短语密度-PhraseDensity,句子结构-SentenceStructure,句法相似-SYNSTRUT,局部连贯-LocalCoherence,整体连贯-GlobalCoherence,因果衔接-SMCAUSr-64,意图衔接-SMINTEr-65,时体衔接-SMTEMP-68,段落平均长度-DESPL-04,段落平均长度标准差-DESPLd-05
86.txt,223.0,17.0,1,84.14800262,2.338999987,2.688638680815856,13.11800003,1.948999971,239.16299946666663,4.484333356666666,0.131999999,0.2569999993333333,0.0154729840892999,0.231000006,0.231000006,0.906000018,8.5,0.707000017
86.txt,231.0,10.0,2,,,,,,,,,0.2076666653333333,0.1584779821911399,0.42899999,0.600000024,1.0,5.0,1.414000034
86.txt,251.0,14.0,3,80.28399658,2.056999922,-5.09969244532148,17.92900085,3.4225000145,215.13966370666665,6.639999946,0.1135000029999999,0.3703333386666667,0.295377418532592,0.300000012,0.444000006,1.0,7.0,1.414000034
87.txt,211.0,18.0,1,105.2509995,2.332999945,-2.149462183211199,11.72200012,1.722000003,222.74899800000003,7.898666858000001,0.1625000015,0.2490000003333333,-0.0534118545464818,0.200000003,0.200000003,0.882000029,9.0,0.0
87.txt,253.0,14.0,2,,,,18.14299965,2.279500008,231.88400013333333,15.810667039333334,0.087000001,0.2679999966666667,0.0034227914615194,0.143000007,0.222000003,0.808000028,7.0,0.0
87.txt,246.0,17.0,3,105.7369995,2.023999929,-6.701629510793609,14.47099972,3.063000053,205.96233876666665,16.259999908,0.109000001,0.148333331,-0.2436945871415939,0.0,0.0,0.813000023,8.5,3.536000013
88.txt,167.0,10.0,1,,,,16.70000076,3.1444999575,213.57266744333333,7.984000205333333,0.1085,0.3390000016666667,0.327207699513697,,,,5.0,4.243000031
88.txt,225.0,15.0,2,,,,,,,,,0.2200000013333333,-0.2379349061691699,0.111000001,0.111000001,0.786000013,7.5,2.121000051
88.txt,245.0,16.0,3,,,,15.375,1.684499979,214.96599831,2.7213331860000003,0.072000001,0.2593333373333333,-0.2259961057129332,0.333000004,0.5,0.866999984,8.0,5.657000065
89.txt,168.0,15.0,1,69.35800171,2.375999928,3.3501724060002687,11.19999981,1.911499977,224.20633699333337,5.952333290333333,0.192999996,0.2579999936666666,0.0876815892027301,0.444000006,0.444000006,0.893000007,7.5,0.707000017
89.txt,230.0,17.0,2,111.3069992,2.028000116,-10.23137581061249,13.52900028,2.2519999740000003,231.88399503333335,2.8986666999999997,0.1280000025,0.1686666683333333,-0.2398440199811941,0.222000003,0.25,0.843999982,8.5,3.536000013
89.txt,277.0,15.0,3,,,,18.46699905,2.2805000545,238.26700083333333,9.626666465,0.079,0.2229999996666666,-0.0167504308066368,0.181999996,0.856999993,0.856999993,7.5,3.536000013
9.txt,195.0,14.0,1,97.65799713,2.332000017,0.4604769495004603,14.0,1.642999947,232.47867076666668,6.837333045333334,0.1125000005,0.295000002,0.0142456470806831,0.143000007,0.273000002,0.88499999,7.0,4.243000031
9.txt,133.0,10.0,2,69.71499634,2.246999979,-0.9653185958359104,13.30000019,2.785999894,225.5639979,10.024999937666664,0.1930000035,0.378666669,0.2390785637458838,0.25,0.222000003,0.777999997,5.0,1.414000034
9.txt,180.0,14.0,3,105.8420029,2.40199995,1.3931479145425243,12.9289999,2.614499986,207.40733337333333,12.96299998,0.1250000035,0.2290000023333333,-0.0225420371267821,0.166999996,0.375,0.808000028,7.0,1.414000034
90.txt,191.0,16.0,1,80.32700348,2.309000015,0.1536983330889683,12.0,1.620999992,230.36633299999997,6.980999947000001,0.136,0.2753333326666666,-0.1963218786103197,0.111000001,0.25,0.899999976,8.0,2.828000069
90.txt,229.0,17.0,2,,,,13.47099972,1.8905000685,203.78433737666668,2.911333402,0.1144999975,0.1453333336666666,-0.2194636489644837,0.100000001,0.200000003,0.906000018,8.5,3.536000013
90.txt,251.0,10.0,3,,,,,,,,,,,,,,5.0,0.0
91.txt,143.0,14.0,1,94.57900238,2.280999899,-3.1579441464980533,,,,,,0.2076666626666666,-0.0749057009747341,0.125,0.100000001,0.808000028,7.0,1.414000034
91.txt,244.0,10.0,2,96.05899811,1.932999969,-6.60496476493536,,,,,,0.273666665,0.1364974534641627,,,,5.0,0.0
91.txt,243.0,9.0,3,,,,,,,,,,,0.200000003,0.833000004,0.75,4.5,0.707000017
92.txt,267.0,20.0,1,115.9349976,2.411999941,3.3024427284427844,13.35000038,2.2485000195,209.73799642333336,11.235999741666664,0.0995000004999999,0.168666671,-0.144318063821902,0.5,0.5,0.842000008,10.0,4.243000031
92.txt,221.0,12.0,2,91.31999969,2.255000114,-3.002843759718047,18.41699982,2.3235000075,209.65299862000003,9.049666723333331,0.0879999995,0.3173333356666666,-0.1029821934029264,0.143000007,0.5,1.0,6.0,1.414000034
92.txt,237.0,11.0,3,91.33899689,2.09100008,-4.92445501324319,,,,,,0.3303333296666667,-0.0468241746544387,0.0,0.200000003,0.949999988,5.5,2.121000051
93.txt,223.0,20.0,1,88.85900116,2.322999954,-1.666046475069706,11.19999981,1.350500047,231.68899789333332,11.958333334333332,0.158,0.236666677,0.0426383620406717,0.57099998,0.25,0.973999977,10.0,1.414000034
93.txt,260.0,15.0,2,92.61000061,2.134000063,-5.2598496436824576,17.33300018,2.181999952,238.4613266,14.102332989333334,0.0955,0.2913333303333333,0.2124872285038954,0.25,0.375,0.856999993,7.5,3.536000013
93.txt,292.0,22.0,3,91.26499939,2.207000017,-0.4324510855419419,13.27299976,1.893999994,208.90433754,5.707666396666667,0.1085,0.2040000036666666,-0.0907657456272064,0.200000003,0.231000006,0.92900002,11.0,2.828000069
94.txt,176.0,9.0,1,79.15100098,2.201999903,-1.973121196116395,19.55599976,2.51000011,246.21199543333333,3.788000106666667,0.0840000025,0.3403333326666666,0.2270746109916805,0.600000024,0.222000003,0.875,4.5,0.707000017
94.txt,251.0,16.0,2,97.04299927,2.130000114,-2.348779954071645,15.625,3.7044999895,233.73199969999996,13.28000005,0.1214999965,0.256333331,-0.0668240528739311,0.214000002,0.5,0.866999984,8.0,1.414000034
94.txt,250.0,16.0,3,114.151001,2.052000046,-5.628037596906438,15.625,2.824000001,218.66666666666663,2.6666666666666665,0.1059999985,0.2053333373333333,-0.1289820154926191,0.400000006,0.222000003,0.666999996,8.0,2.828000069
95.txt,214.0,15.0,1,68.79199982,2.461999893,6.23770858730127,14.46700001,2.52700001,228.97166952,14.018666903333331,0.137000002,0.4499999976666666,0.1925283604168707,0.57099998,0.444000006,0.75,7.5,0.707000017
95.txt,230.0,13.0,2,93.58100128,2.009000063,-8.965549014176084,17.69199944,3.406000108,227.53633116666663,13.043333529999998,0.1165000015,0.3806666683333333,0.0570263799513496,0.0,0.833000004,1.0,6.5,2.121000051
95.txt,257.0,14.0,3,81.84999847,2.207999945,-2.1417971420952,18.35700035,2.518999934,216.60166167333333,18.158333143333333,0.1150000019999999,0.266000003,0.1440843545994554,0.363999993,0.375,0.922999978,7.0,2.828000069
96.txt,187.0,20.0,1,83.43599701,2.289999962,4.286241615801487,,,,,,0.219333342,-0.1430986204011914,0.125,0.125,0.684000015,10.0,1.414000034
96.txt,234.0,18.0,2,,,,13.0,3.1755000355000003,230.7693303333334,2.849333445333333,0.153499998,0.2949999993333333,-0.016016032991882,0.0,0.625,0.971000016,9.0,1.414000034
96.txt,249.0,13.0,3,96.38800049,2.194999933,-3.611515603108259,19.15399933,2.1070000529999997,227.57700093333335,13.386666297333337,0.1015000004999999,0.3460000006666666,0.1774293561122008,0.125,0.166999996,0.875,6.5,0.707000017
97.txt,300.0,15.0,1,86.46299744,2.453000069,4.628156288149981,20.13299942,3.0130001005,216.66666920666668,7.777666648333334,0.087500002,0.3096666636666667,0.0478131704419048,0.222000003,0.25,0.893000007,7.5,3.536000013
97.txt,286.0,15.0,2,88.7009964,1.998999953,-8.700424271678934,18.93300056,2.5500001015,222.6109975333333,15.151666640333334,0.0694999994999999,0.3239999986666667,0.166822455287841,,,,7.5,0.707000017
97.txt,252.0,12.0,3,92.83899689,2.174999952,-4.038332203117548,,,,,,0.4296666733333333,0.1923698351048094,,,,6.0,1.414000034
98.txt,192.0,13.0,1,109.7279968,2.328000069,3.484048915388044,14.84599972,2.516500056,223.95800526,17.36100006,0.103500001,,,0.181999996,0.5,0.75,6.5,2.121000051
98.txt,265.0,10.0,2,,,,,,,,,,,0.0,0.0,0.888999999,5.0,0.0
98.txt,192.0,14.0,3,,,,,,,,,0.1173333326666666,-0.2351255655467545,0.111000001,0.400000006,0.846000016,7.0,1.414000034
99.txt,184.0,16.0,1,100.3339996,2.260999918,1.4688401142269214,11.625,2.061999977,222.8263346,9.058000246666667,0.151999995,0.18166667,-0.0341396932108517,0.0,0.300000012,0.866999984,8.0,1.414000034
99.txt,250.0,11.0,2,,,,,,,,,,,0.5,0.600000024,0.899999976,5.5,2.121000051
99.txt,207.0,11.0,3,,,,18.81800079,3.3270001115000003,204.50900269,8.051666577333334,0.1170000025,0.3803333393333334,0.2563993184811223,0.0,0.5,0.800000012,5.5,0.707000017
