文本编号,单词数量-DESWC-03,句子数量-DESSC-02,年级,多样性-LDVOCDa（51）,密度-WRDFRQC（94）,复杂度-K1,复杂度-K2,复杂度-K3,复杂度-K4,复杂度-K5,复杂度-K6+,短语长度-SYNLE（69）,短语长度-SYNNP（70）,短语密度-DRNP（76）,短语密度-DRVP（77）,短语密度-DRPP（79）,句子长度-DESSL（06）,句子结构-DRPVAL（80）,句子结构-DRNEG（81）,句子结构-DRINF（83）,句法相似-SYNSTRUTa（74）,句法相似-SYNSTRUTt（75）,局部连贯-CRFAO1（29）,局部连贯-CRFSO1（30）,局部连贯-LSASS1(40),整体连贯-CRFAOa（32）,整体连贯-CRFSOa（33）,整体连贯-LSASSp（42）,整体连贯-LSAPP1（44）,整体连贯-LSAGN（46）,因果衔接-SMCAUSr-64,意图衔接-SMINTEr-65,时体衔接-SMTEMP-68,段落平均长度-DESPL-04,段落平均长度标准差-DESPLd-05
94.txt,176,9,1,79.15100098,2.201999903,84.659,9.659,2.273,2.273,0.568,0.568,4.556000233,0.463999987,397.7269897,227.272995,113.6360016,19.55599976,0.0,0.0,11.36400032,0.068000004,0.100000001,0.75,0.125,0.145999998,0.777999997,0.222000003,0.165000007,0.437999994,0.246000007,0.600000024,0.222000003,0.875,4.5,0.707000017
94.txt,251,16,2,97.04299927,2.130000114,84.462,8.765,4.382,0.797,1.195,0.398,6.625,0.783999979,354.5820007,223.1080017,123.5059967,15.625,11.95199966,0.0,27.88800049,0.128999993,0.114,0.532999992,0.133000001,0.103,0.495000005,0.171000004,0.104000002,0.400999993,0.26699999,0.214000002,0.5,0.866999984,8.0,1.414000034
94.txt,250,16,3,114.151001,2.052000046,81.275,7.57,6.375,3.187,1.594,0.0,4.875,0.773000002,352.0,216.0,88.0,15.625,0.0,4.0,4.0,0.114,0.097999997,0.467000008,0.067000002,0.082000002,0.42899999,0.162,0.119999997,0.409999996,0.26699999,0.400000006,0.222000003,0.666999996,8.0,2.828000069
95.txt,214,15,1,68.79199982,2.461999893,91.628,5.116,1.395,0.0,0.93,0.0,4.467000008,0.587000012,341.1210022,257.0090027,88.78500366,14.46700001,0.0,28.03700066,14.01900005,0.131999999,0.142000005,0.856999993,0.356999993,0.136000007,0.736999989,0.263000011,0.149000004,0.425999999,0.284999996,0.57099998,0.444000006,0.75,7.5,0.707000017
95.txt,230,13,2,93.58100128,2.009000063,78.603,9.607,7.86,1.747,1.31,0.437,5.846000195,0.966000021,360.8699951,200.0,121.7389984,17.69199944,4.34800005,13.04300022,21.73900032,0.108000003,0.125,0.666999996,0.333000004,0.142000005,0.587000012,0.226999998,0.144999996,0.541999996,0.268999994,0.0,0.833000004,1.0,6.5,2.121000051
95.txt,257,14,3,81.84999847,2.207999945,84.496,6.977,5.426,1.938,1.163,0.0,4.356999874,0.680999994,326.8479919,256.8089905,66.14800262,18.35700035,0.0,15.56400013,38.9109993,0.118000001,0.112000003,0.61500001,0.077,0.105999999,0.694000006,0.175999999,0.115000002,0.512000024,0.275999993,0.363999993,0.375,0.922999978,7.0,2.828000069
96.txt,187,20,1,83.43599701,2.289999962,89.529,3.665,2.618,1.571,1.571,1.047,1.850000024,0.51700002,352.9410095,267.3800049,96.25700378,9.350000381,0.0,0.0,21.38999939,0.218999997,0.210999995,0.526000023,0.052999999,0.079000004,0.433999985,0.055,0.083999999,0.442999989,0.240999997,0.125,0.125,0.684000015,10.0,1.414000034
96.txt,234,18,2,97.19999695,1.917999983,76.695,10.593,5.085,4.237,1.271,1.695,5.611000061,0.74000001,384.6149902,183.7610016,123.9319992,13.0,4.274000168,4.274000168,0.0,0.172999993,0.134000003,0.588,0.175999999,0.120999999,0.527999997,0.175999999,0.093000002,0.529999971,0.282999992,0.0,0.625,0.971000016,9.0,1.414000034
96.txt,249,13,3,96.38800049,2.194999933,82.937,7.54,4.762,2.778,1.19,0.794,3.538000107,0.675999999,333.3330078,244.9799957,104.4179993,19.15399933,8.031999588,4.015999794,28.11199951,0.111000001,0.092,0.833000004,0.082999997,0.122000001,0.746999979,0.119999997,0.136999995,0.444000006,0.252999991,0.125,0.166999996,0.875,6.5,0.707000017
97.txt,300,15,1,86.46299744,2.453000069,90.365,4.651,3.322,0.997,0.0,0.0,5.267000198,0.759000003,343.3330078,250.0,56.66699982,20.13299942,3.332999945,10.0,10.0,0.093000002,0.082000002,0.713999987,0.143000007,0.071999997,0.578999996,0.252999991,0.112000003,0.515999973,0.308999985,0.222000003,0.25,0.893000007,7.5,3.536000013
97.txt,286,15,2,88.7009964,1.998999953,78.521,8.099,8.099,2.465,2.113,0.0,4.333000183,0.76700002,325.1749878,241.2590027,101.3990021,18.93300056,10.48999977,6.993000031,27.97200012,0.066,0.072999999,0.713999987,0.143000007,0.115000002,0.726000011,0.115999997,0.123000003,0.528999984,0.246000007,0.333000004,1.0,1.0,7.5,0.707000017
97.txt,252,12,3,92.83899689,2.174999952,82.609,5.534,7.905,1.581,1.186,0.79,8.333000183,0.836000025,345.2380066,210.3170013,95.23799896,21.0,3.967999935,15.87300014,15.87300014,0.112999998,0.086999997,0.818000019,0.273000002,0.197999999,0.737999976,0.231000006,0.150999993,0.458999991,0.270000011,0.125,1.5,0.681999981,6.0,1.414000034
98.txt,192,13,1,109.7279968,2.328000069,89.583,7.292,2.083,0.0,0.521,0.521,4.308000088,0.725000024,302.0830078,302.0830078,67.70800018,14.84599972,0.0,15.625,36.45800018,0.083999999,0.123000003,0.333000004,0.082999997,0.090999998,0.453000009,0.079999998,0.098999999,0.163000003,0.240999997,0.181999996,0.5,0.75,6.5,2.121000051
98.txt,265,10,2,84.3789978,1.879999995,76.779,8.989,5.243,4.494,2.622,1.873,3.0,0.944999993,362.2640076,200.0,94.33999634,26.5,0.0,7.546999931,15.09399986,0.048,0.066,0.888999999,0.333000004,0.199000001,0.911000013,0.333000004,0.206,0.40200001,0.261999995,0.0,0.0,0.888999999,5.0,0.0
98.txt,192,14,3,91.61199951,2.058000088,80.729,12.5,3.646,1.042,2.083,0.0,2.286000013,0.888999999,322.9169922,234.375,72.91699982,13.71399975,20.83300018,0.0,20.83300018,0.131999999,0.120999999,0.307999998,0.0,0.044,0.317999989,0.152999997,0.077,0.469000012,0.246999994,0.111000001,0.400000006,0.846000016,7.0,1.414000034
99.txt,184,16,1,100.3339996,2.260999918,87.701,8.556,1.604,0.535,1.07,0.0,3.312999964,0.81099999,336.9570007,222.826004,108.6959991,11.625,0.0,10.86999989,16.30400085,0.158999994,0.144999996,0.400000006,0.067000002,0.078000002,0.532999992,0.094999999,0.086000003,0.488999993,0.229000002,0.0,0.300000012,0.866999984,8.0,1.414000034
99.txt,250,11,2,107.9550018,1.728000045,69.2,12.4,9.2,2.8,3.2,2.8,8.909000397,1.0,336.0,192.0,92.0,22.72699928,4.0,4.0,24.0,0.068999998,0.075000003,0.600000024,0.400000006,0.204999998,0.52700001,0.273000002,0.187000006,0.488000005,0.263999999,0.5,0.600000024,0.899999976,5.5,2.121000051
99.txt,207,11,3,85.72399902,1.878000021,76.526,9.859,5.164,1.878,3.286,2.816,5.727000237,0.926999986,318.8410034,217.3910065,77.29499817,18.81800079,4.830999851,4.830999851,14.49300003,0.119000003,0.115000002,0.800000012,0.200000003,0.141000003,0.818000019,0.181999996,0.123999998,0.456,0.239999995,0.0,0.5,0.800000012,5.5,0.707000017
